make,model,variant,year,mileage_km,inspection_score,engine_cc,fuel_type,transmission,body_type,city,ownership_count,service_history,accident_history,price,synthetic_data_only
Kia,Picanto,AT,2014,226977,7.7,1000,Petrol,Automatic,Hatchback,Karachi,2,full,none,2387774,True
Suzuki,Swift,DLX,2020,117065,8.4,1200,Petrol,Manual,Hatchback,Faisalabad,2,full,none,3569075,True
Kia,Sportage,FWD,2025,3985,10.0,2000,Petrol,Automatic,SUV,Lahore,2,full,minor,7373575,True
Honda,Civic,RS,2017,135157,7.3,1800,Diesel,Manual,Sedan,Lahore,1,full,none,3686046,True
Honda,City,1.2LS,2016,154986,10.0,1500,Petrol,Automatic,Sedan,Faisalabad,4,unknown,none,3544838,True
Suzuki,Alto,VX,2016,173081,6.1,660,Petrol,Automatic,Hatchback,Faisalabad,4,full,none,2128394,True
Honda,City,1.2LS,2022,44501,6.4,1500,Petrol,Automatic,Sedan,Lahore,4,full,minor,4935769,True
Kia,Sportage,Alpha,2019,135041,8.6,2000,Petrol,Automatic,SUV,Faisalabad,1,full,none,4944400,True
Toyota,Yaris,GLI CVT,2013,221172,9.3,1500,Petrol,Automatic,Sedan,Karachi,1,unknown,none,2038705,True
Kia,Sportage,AWD,2023,67809,6.8,2000,Petrol,Automatic,SUV,Karachi,4,partial,none,5962584,True
Hyundai,Tucson,FWD,2022,52523,9.4,2000,Hybrid,Automatic,SUV,Islamabad,2,full,none,7096160,True
Suzuki,Alto,VX,2013,229230,6.5,660,Petrol,Manual,Hatchback,Rawalpindi,2,full,minor,450000,True
Hyundai,Tucson,FWD,2021,77235,9.6,2000,Petrol,Manual,SUV,Karachi,1,partial,none,6048471,True
Kia,Picanto,AT,2023,53405,6.7,1000,Hybrid,Automatic,Hatchback,Faisalabad,3,full,none,4896386,True
Toyota,Corolla,Altis,2014,196872,10.0,1800,Petrol,Automatic,Sedan,Karachi,2,partial,none,2687175,True
Suzuki,Swift,DLX,2016,174687,7.9,1200,Petrol,Automatic,Hatchback,Islamabad,2,full,none,2292350,True
Suzuki,Alto,VXR,2025,0,8.7,660,Petrol,Automatic,Hatchback,Lahore,1,full,minor,5952603,True
Hyundai,Tucson,AWD,2022,78899,8.9,2000,Petrol,Automatic,SUV,Islamabad,1,full,none,6456294,True
Honda,City,1.5 Aspire,2024,38812,7.1,1500,Petrol,Manual,Sedan,Karachi,1,partial,minor,5315317,True
Suzuki,Alto,VXL AGS,2017,144286,7.6,660,Hybrid,Manual,Hatchback,Islamabad,2,unknown,none,2947349,True
Honda,City,1.2LS,2019,113994,8.1,1500,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,4527549,True
Toyota,Yaris,ATIV X,2018,83493,6.3,1500,Petrol,Manual,Sedan,Faisalabad,2,partial,minor,3168788,True
Suzuki,Swift,GLX CVT,2017,133811,6.0,1200,Petrol,Automatic,Hatchback,Karachi,4,full,minor,2467965,True
Honda,Civic,VTi,2024,64140,7.6,1800,Petrol,Manual,Sedan,Faisalabad,1,full,minor,5253309,True
Suzuki,Alto,VXR,2021,78439,6.3,660,Petrol,Automatic,Hatchback,Karachi,2,partial,none,3976078,True
Honda,Civic,RS,2017,188287,8.6,1800,Petrol,Automatic,Sedan,Karachi,2,full,minor,2909942,True
Hyundai,Tucson,AWD,2017,160915,8.0,2000,Petrol,Automatic,SUV,Faisalabad,4,partial,minor,3532148,True
Toyota,Yaris,GLI CVT,2024,60580,7.6,1500,Petrol,Automatic,Sedan,Lahore,1,partial,minor,5584171,True
Hyundai,Elantra,Ultimate,2013,257666,8.8,2000,Petrol,Automatic,Sedan,Rawalpindi,1,full,minor,2466298,True
Suzuki,Swift,DLX,2023,41575,8.2,1200,Petrol,Manual,Hatchback,Lahore,1,unknown,none,5131444,True
Toyota,Corolla,Altis,2012,230073,7.6,1800,Petrol,Automatic,Sedan,Karachi,1,full,none,1404048,True
Kia,Picanto,MT,2014,225450,9.3,1000,Petrol,Manual,Hatchback,Islamabad,1,partial,none,2004838,True
Honda,Civic,Oriel,2012,269394,5.8,1800,Hybrid,Automatic,Sedan,Karachi,3,full,none,1258133,True
Honda,Civic,VTi,2019,129655,8.5,1800,Petrol,Manual,Sedan,Rawalpindi,3,full,none,4159979,True
Suzuki,Alto,VXR,2014,231285,7.9,660,Petrol,Automatic,Hatchback,Islamabad,1,unknown,none,1176289,True
Kia,Sportage,AWD,2013,225817,6.9,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,2787430,True
Suzuki,Swift,GLX CVT,2018,166989,6.8,1200,Petrol,Manual,Hatchback,Rawalpindi,2,full,major,2041460,True
Toyota,Corolla,XLi,2013,225586,9.3,1800,Hybrid,Automatic,Sedan,Islamabad,2,full,none,3101220,True
Toyota,Yaris,GLI CVT,2020,150995,6.5,1500,Hybrid,Manual,Sedan,Lahore,3,partial,none,3975611,True
Honda,Civic,VTi,2018,151508,9.6,1800,Hybrid,Manual,Sedan,Lahore,2,unknown,none,4210693,True
Hyundai,Elantra,GLS,2014,224267,6.4,2000,Petrol,Automatic,Sedan,Faisalabad,2,unknown,none,1228184,True
Suzuki,Swift,DLX,2018,151809,6.8,1200,Hybrid,Manual,Hatchback,Rawalpindi,1,full,none,3575321,True
Honda,Civic,RS,2013,224598,9.7,1800,Petrol,Manual,Sedan,Islamabad,1,partial,major,1752448,True
Hyundai,Tucson,AWD,2016,188625,7.1,2000,Petrol,Automatic,SUV,Lahore,4,partial,none,3788254,True
Toyota,Corolla,XLi,2012,251434,8.2,1800,Petrol,Automatic,Sedan,Lahore,1,full,minor,1635816,True
Toyota,Corolla,XLi,2023,44336,9.2,1800,Diesel,Manual,Sedan,Islamabad,3,full,none,5856315,True
Suzuki,Alto,VX,2014,222548,7.0,660,Petrol,Manual,Hatchback,Rawalpindi,1,full,none,992695,True
Honda,City,1.2LS,2013,226632,6.7,1500,Petrol,Automatic,Sedan,Lahore,2,full,none,1194802,True
Toyota,Corolla,GLi,2024,34205,5.6,1800,Petrol,Manual,Sedan,Faisalabad,1,partial,minor,4960439,True
Hyundai,Tucson,AWD,2019,137207,7.3,2000,Petrol,Manual,SUV,Rawalpindi,1,unknown,none,4078782,True
Honda,City,1.5 Aspire,2014,230601,7.6,1500,Hybrid,Manual,Sedan,Rawalpindi,1,unknown,minor,1203385,True
Honda,City,1.2LS,2018,127531,8.4,1500,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,4137973,True
Honda,Civic,RS,2022,69470,8.0,1800,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,5340272,True
Kia,Picanto,AT,2025,52970,7.1,1000,Petrol,Manual,Hatchback,Islamabad,2,full,none,5218585,True
Honda,City,1.2LS,2016,197635,9.6,1500,Petrol,Automatic,Sedan,Faisalabad,2,full,none,3044759,True
Honda,City,1.5 Aspire,2021,112617,7.1,1500,Petrol,Automatic,Sedan,Karachi,2,full,none,4465647,True
Suzuki,Swift,DLX,2023,65462,8.3,1200,Hybrid,Automatic,Hatchback,Islamabad,2,partial,none,5457541,True
Suzuki,Swift,DLX,2024,192,6.8,1200,Petrol,Automatic,Hatchback,Faisalabad,3,full,none,5521963,True
Honda,Civic,RS,2014,202091,8.3,1800,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,2449049,True
Suzuki,Swift,DLX,2019,163531,5.8,1200,Diesel,Automatic,Hatchback,Islamabad,4,unknown,none,2959368,True
Honda,Civic,RS,2015,215119,8.8,1800,Petrol,Automatic,Sedan,Karachi,1,unknown,none,2527350,True
Kia,Picanto,MT,2017,168983,7.2,1000,Petrol,Automatic,Hatchback,Karachi,1,unknown,none,2741513,True
Hyundai,Tucson,FWD,2016,198419,7.8,2000,Petrol,Manual,SUV,Faisalabad,1,unknown,major,2931266,True
Kia,Sportage,FWD,2018,150312,9.1,2000,Petrol,Automatic,SUV,Islamabad,2,full,minor,4371479,True
Suzuki,Alto,VXR,2023,36013,7.7,660,Petrol,Manual,Hatchback,Rawalpindi,3,full,none,4806680,True
Kia,Sportage,Alpha,2024,57085,9.3,2000,Petrol,Manual,SUV,Karachi,1,partial,minor,6400517,True
Suzuki,Alto,VX,2021,90179,6.1,660,Petrol,Automatic,Hatchback,Karachi,2,full,none,3405050,True
Toyota,Corolla,XLi,2023,55506,7.8,1800,Hybrid,Manual,Sedan,Karachi,2,full,none,5975501,True
Hyundai,Elantra,Ultimate,2016,154254,7.6,2000,Hybrid,Automatic,Sedan,Faisalabad,1,full,none,3858604,True
Kia,Sportage,AWD,2013,231914,7.3,2000,Petrol,Manual,SUV,Lahore,1,partial,none,2155524,True
Hyundai,Tucson,AWD,2023,53383,7.8,2000,Hybrid,Automatic,SUV,Islamabad,2,full,none,6791704,True
Toyota,Yaris,GLI CVT,2022,74586,5.9,1500,Petrol,Automatic,Sedan,Karachi,1,partial,minor,4205020,True
Kia,Picanto,AT,2019,97969,6.4,1000,Petrol,Manual,Hatchback,Rawalpindi,1,unknown,none,3373295,True
Toyota,Yaris,ATIV X,2019,137618,7.1,1500,Hybrid,Automatic,Sedan,Rawalpindi,1,unknown,none,4156587,True
Toyota,Corolla,GLi,2018,125224,9.5,1800,Petrol,Manual,Sedan,Lahore,1,unknown,none,4363284,True
Hyundai,Elantra,Ultimate,2017,168806,9.1,2000,Petrol,Automatic,Sedan,Faisalabad,1,full,none,3581581,True
Hyundai,Elantra,Ultimate,2013,247942,8.8,2000,Petrol,Manual,Sedan,Lahore,2,full,none,2059038,True
Suzuki,Alto,VXR,2022,62711,9.3,660,Petrol,Automatic,Hatchback,Faisalabad,1,partial,minor,4266198,True
Toyota,Corolla,GLi,2017,196908,7.1,1800,Petrol,Manual,Sedan,Islamabad,2,unknown,none,2874106,True
Suzuki,Swift,DLX,2014,246662,7.3,1200,Petrol,Automatic,Hatchback,Faisalabad,2,partial,none,1298788,True
Toyota,Yaris,GLI CVT,2021,80091,7.2,1500,Petrol,Automatic,Sedan,Islamabad,1,full,none,4917190,True
Honda,City,1.2LS,2019,126546,9.5,1500,Petrol,Automatic,Sedan,Rawalpindi,2,partial,major,3624454,True
Honda,Civic,RS,2021,124312,9.2,1800,Petrol,Manual,Sedan,Faisalabad,1,partial,none,4561496,True
Toyota,Yaris,ATIV X,2015,200515,8.0,1500,Petrol,Automatic,Sedan,Karachi,1,partial,major,2055110,True
Hyundai,Tucson,FWD,2016,187103,7.0,2000,Petrol,Manual,SUV,Faisalabad,1,unknown,none,2819439,True
Kia,Picanto,AT,2014,204541,9.6,1000,Petrol,Automatic,Hatchback,Islamabad,1,full,minor,2640832,True
Kia,Sportage,AWD,2012,274749,7.5,2000,Petrol,Automatic,SUV,Lahore,1,full,major,1751145,True
Suzuki,Swift,GLX CVT,2013,208399,8.8,1200,Petrol,Automatic,Hatchback,Faisalabad,1,partial,none,1911740,True
Honda,Civic,Oriel,2015,204539,7.9,1800,Petrol,Manual,Sedan,Lahore,1,full,minor,2137217,True
Honda,City,1.5 Aspire,2018,145004,6.0,1500,Petrol,Automatic,Sedan,Rawalpindi,1,partial,none,3549466,True
Honda,City,1.2LS,2017,166637,7.3,1500,Petrol,Automatic,Sedan,Lahore,1,full,none,2955143,True
Kia,Picanto,AT,2020,95433,8.6,1000,Hybrid,Automatic,Hatchback,Islamabad,1,full,none,4876191,True
Kia,Picanto,MT,2014,220245,8.7,1000,Petrol,Automatic,Hatchback,Lahore,1,partial,minor,1434848,True
Honda,City,1.5 Aspire,2019,149790,8.4,1500,Petrol,Automatic,Sedan,Islamabad,1,full,none,3862919,True
Hyundai,Tucson,AWD,2018,134588,7.2,2000,Petrol,Automatic,SUV,Islamabad,2,partial,major,4161881,True
Toyota,Corolla,XLi,2021,92570,7.9,1800,Petrol,Manual,Sedan,Rawalpindi,1,partial,none,4928940,True
Hyundai,Tucson,FWD,2016,191435,7.6,2000,Petrol,Automatic,SUV,Islamabad,1,full,major,2803301,True
Honda,Civic,RS,2023,84519,7.2,1800,Hybrid,Automatic,Sedan,Lahore,1,full,none,5359366,True
Suzuki,Alto,VXL AGS,2021,78955,5.9,660,Petrol,Manual,Hatchback,Rawalpindi,1,full,minor,3560833,True
Toyota,Corolla,Altis,2013,269616,7.2,1800,Petrol,Automatic,Sedan,Lahore,3,full,none,948382,True
Toyota,Corolla,Altis,2025,37533,8.8,1800,Petrol,Automatic,Sedan,Karachi,1,full,none,6377335,True
Kia,Sportage,FWD,2022,95632,6.7,2000,Petrol,Manual,SUV,Islamabad,1,partial,none,5147767,True
Hyundai,Tucson,AWD,2018,133886,8.6,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,4649552,True
Suzuki,Alto,VXL AGS,2017,129080,7.2,660,Petrol,Automatic,Hatchback,Lahore,4,partial,minor,2581052,True
Kia,Sportage,AWD,2013,200763,7.0,2000,Petrol,Automatic,SUV,Lahore,2,partial,none,2880283,True
Suzuki,Swift,GLX CVT,2015,171476,6.9,1200,Petrol,Automatic,Hatchback,Lahore,2,full,minor,1817135,True
Kia,Sportage,FWD,2014,216575,9.4,2000,Petrol,Automatic,SUV,Islamabad,3,full,none,2892748,True
Toyota,Corolla,XLi,2016,188357,8.3,1800,Petrol,Manual,Sedan,Islamabad,1,full,major,2568996,True
Suzuki,Swift,GLX CVT,2015,199611,7.2,1200,Hybrid,Automatic,Hatchback,Faisalabad,1,full,none,2772904,True
Toyota,Yaris,ATIV X,2025,26910,5.9,1500,Petrol,Automatic,Sedan,Faisalabad,2,full,major,5193561,True
Hyundai,Elantra,Ultimate,2016,180863,7.3,2000,Petrol,Automatic,Sedan,Karachi,1,partial,none,2691435,True
Toyota,Yaris,ATIV X,2020,114004,5.5,1500,Petrol,Automatic,Sedan,Karachi,2,partial,none,3997827,True
Honda,City,1.5 Aspire,2023,53730,5.8,1500,Petrol,Automatic,Sedan,Islamabad,2,partial,none,4831174,True
Suzuki,Alto,VX,2016,164717,7.0,660,Petrol,Automatic,Hatchback,Karachi,1,full,none,2247164,True
Hyundai,Elantra,Ultimate,2014,179372,8.2,2000,Petrol,Automatic,Sedan,Rawalpindi,3,unknown,none,3185924,True
Honda,Civic,Oriel,2019,107336,9.2,1800,Petrol,Automatic,Sedan,Islamabad,2,full,none,4734947,True
Toyota,Corolla,GLi,2022,65359,7.0,1800,Hybrid,Automatic,Sedan,Lahore,1,full,none,5679252,True
Hyundai,Tucson,AWD,2019,155039,8.7,2000,Petrol,Automatic,SUV,Faisalabad,1,full,none,4514733,True
Kia,Sportage,Alpha,2020,119004,7.0,2000,Petrol,Automatic,SUV,Lahore,1,full,none,5105645,True
Hyundai,Tucson,AWD,2015,212490,8.5,2000,Petrol,Automatic,SUV,Karachi,1,full,none,3303826,True
Toyota,Corolla,XLi,2022,80951,7.8,1800,Petrol,Manual,Sedan,Islamabad,1,partial,none,4882856,True
Hyundai,Elantra,GLS,2022,69437,6.7,2000,Petrol,Automatic,Sedan,Lahore,2,full,none,5310716,True
Honda,Civic,RS,2020,91306,7.3,1800,Petrol,Manual,Sedan,Karachi,2,partial,minor,4291393,True
Toyota,Yaris,ATIV X,2018,138977,9.5,1500,Diesel,Manual,Sedan,Faisalabad,2,unknown,minor,3284587,True
Kia,Sportage,FWD,2017,164322,9.0,2000,Petrol,Automatic,SUV,Karachi,1,full,none,4764906,True
Kia,Sportage,FWD,2017,181416,6.9,2000,Petrol,Manual,SUV,Islamabad,2,full,none,3559119,True
Honda,City,1.2LS,2022,46101,7.1,1500,Petrol,Manual,Sedan,Rawalpindi,2,full,minor,4542109,True
Honda,Civic,RS,2024,25081,7.0,1800,Hybrid,Automatic,Sedan,Islamabad,1,full,none,6366784,True
Kia,Sportage,FWD,2013,231641,9.9,2000,Diesel,Manual,SUV,Lahore,3,full,none,2407419,True
Kia,Picanto,AT,2015,192989,10.0,1000,Petrol,Automatic,Hatchback,Karachi,1,full,none,2901562,True
Toyota,Corolla,XLi,2016,204759,9.0,1800,Petrol,Manual,Sedan,Rawalpindi,1,unknown,none,3358673,True
Suzuki,Swift,GLX CVT,2018,144743,8.6,1200,Petrol,Automatic,Hatchback,Faisalabad,1,full,none,3474118,True
Hyundai,Elantra,GLS,2014,204979,9.5,2000,Diesel,Manual,Sedan,Rawalpindi,1,full,none,3309799,True
Kia,Sportage,Alpha,2015,197735,7.9,2000,Petrol,Automatic,SUV,Faisalabad,3,full,none,2805500,True
Honda,City,1.5 Aspire,2012,262603,6.9,1500,Hybrid,Automatic,Sedan,Faisalabad,1,full,none,1567596,True
Hyundai,Elantra,Ultimate,2014,208966,6.2,2000,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,2530105,True
Kia,Picanto,MT,2022,84619,8.6,1000,Petrol,Automatic,Hatchback,Karachi,1,full,none,4833682,True
Hyundai,Tucson,FWD,2018,143598,8.7,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,4681270,True
Toyota,Yaris,ATIV X,2012,249705,7.8,1500,Hybrid,Manual,Sedan,Faisalabad,1,full,major,1036015,True
Suzuki,Alto,VXR,2016,187958,7.2,660,Petrol,Manual,Hatchback,Karachi,1,full,none,1897633,True
Honda,City,1.5 Aspire,2018,100387,8.5,1500,Hybrid,Manual,Sedan,Karachi,1,full,minor,4366600,True
Toyota,Yaris,ATIV X,2023,63602,9.1,1500,Petrol,Automatic,Sedan,Islamabad,3,partial,none,5646226,True
Honda,Civic,VTi,2019,125825,8.2,1800,Hybrid,Automatic,Sedan,Faisalabad,2,full,none,4451214,True
Honda,Civic,RS,2021,90190,7.4,1800,Petrol,Manual,Sedan,Rawalpindi,2,full,minor,4387317,True
Hyundai,Tucson,AWD,2024,0,7.8,2000,Petrol,Automatic,SUV,Lahore,3,full,none,7345312,True
Suzuki,Alto,VXL AGS,2018,132761,8.5,660,Petrol,Automatic,Hatchback,Karachi,1,partial,minor,2947728,True
Honda,City,1.5 Aspire,2015,181665,9.4,1500,Hybrid,Manual,Sedan,Rawalpindi,1,full,minor,3271818,True
Hyundai,Elantra,GLS,2014,248503,6.2,2000,Petrol,Manual,Sedan,Rawalpindi,3,unknown,minor,1572870,True
Kia,Picanto,MT,2025,50128,8.1,1000,Petrol,Manual,Hatchback,Faisalabad,1,unknown,none,5055375,True
Suzuki,Alto,VX,2020,112268,9.2,660,Petrol,Automatic,Hatchback,Faisalabad,1,partial,none,4091547,True
Hyundai,Tucson,AWD,2024,35015,6.0,2000,Petrol,Automatic,SUV,Faisalabad,1,unknown,major,5663686,True
Hyundai,Tucson,FWD,2014,216904,7.0,2000,Petrol,Manual,SUV,Lahore,1,full,major,2445012,True
Honda,City,1.5 Aspire,2015,190106,8.2,1500,Hybrid,Manual,Sedan,Rawalpindi,2,full,minor,2903971,True
Hyundai,Elantra,GLS,2022,34658,8.4,2000,Petrol,Automatic,Sedan,Rawalpindi,4,full,none,5727585,True
Suzuki,Alto,VXL AGS,2022,57174,8.6,660,Petrol,Automatic,Hatchback,Lahore,1,full,none,4797470,True
Kia,Picanto,AT,2023,59832,7.8,1000,Petrol,Automatic,Hatchback,Islamabad,1,full,none,5149630,True
Honda,Civic,RS,2020,98727,6.6,1800,Petrol,Automatic,Sedan,Islamabad,1,full,none,4352139,True
Toyota,Yaris,GLI CVT,2018,128099,8.5,1500,Petrol,Automatic,Sedan,Islamabad,3,full,none,3336362,True
Kia,Sportage,FWD,2018,146319,8.4,2000,Petrol,Manual,SUV,Lahore,2,partial,minor,4353005,True
Toyota,Corolla,XLi,2020,73455,8.9,1800,Diesel,Automatic,Sedan,Lahore,4,full,none,5367439,True
Suzuki,Alto,VX,2014,214240,8.6,660,Petrol,Automatic,Hatchback,Karachi,2,partial,none,1920829,True
Hyundai,Tucson,FWD,2016,159276,6.9,2000,Petrol,Automatic,SUV,Islamabad,1,full,minor,4065569,True
Hyundai,Elantra,Ultimate,2012,230639,6.9,2000,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,1681666,True
Hyundai,Tucson,FWD,2024,51413,7.7,2000,Petrol,Manual,SUV,Lahore,2,full,none,6564505,True
Honda,Civic,RS,2013,285277,7.6,1800,Petrol,Manual,Sedan,Rawalpindi,1,full,none,780856,True
Kia,Picanto,MT,2019,116476,6.9,1000,Petrol,Manual,Hatchback,Karachi,1,unknown,none,3188953,True
Hyundai,Tucson,AWD,2014,216394,8.6,2000,Petrol,Automatic,SUV,Faisalabad,3,full,minor,3020940,True
Suzuki,Swift,DLX,2019,137525,7.0,1200,Petrol,Manual,Hatchback,Faisalabad,2,unknown,minor,2411364,True
Suzuki,Swift,GLX CVT,2017,177246,9.2,1200,Hybrid,Automatic,Hatchback,Lahore,1,partial,minor,3035919,True
Suzuki,Swift,DLX,2018,147604,5.9,1200,Petrol,Automatic,Hatchback,Faisalabad,2,full,minor,2930622,True
Toyota,Yaris,ATIV X,2019,141986,9.2,1500,Petrol,Manual,Sedan,Faisalabad,1,full,minor,3432087,True
Honda,City,1.5 Aspire,2016,192984,7.8,1500,Petrol,Automatic,Sedan,Lahore,1,full,major,2034716,True
Kia,Picanto,MT,2020,140673,9.1,1000,Petrol,Automatic,Hatchback,Faisalabad,2,full,none,3649054,True
Kia,Picanto,MT,2025,23158,10.0,1000,Petrol,Manual,Hatchback,Faisalabad,2,full,none,5962516,True
Toyota,Corolla,Altis,2023,74573,7.7,1800,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,5567640,True
Suzuki,Alto,VX,2014,240645,6.1,660,Petrol,Manual,Hatchback,Islamabad,4,full,none,1062604,True
Hyundai,Elantra,Ultimate,2022,40856,6.2,2000,Petrol,Manual,Sedan,Lahore,1,full,major,4601469,True
Kia,Sportage,Alpha,2014,222479,8.4,2000,Hybrid,Automatic,SUV,Rawalpindi,4,partial,none,3102743,True
Toyota,Yaris,GLI CVT,2014,235398,8.4,1500,Petrol,Automatic,Sedan,Karachi,4,partial,minor,1343321,True
Hyundai,Tucson,AWD,2017,154501,7.2,2000,Petrol,Automatic,SUV,Karachi,2,full,none,4116576,True
Toyota,Yaris,ATIV X,2013,259424,8.2,1500,Petrol,Automatic,Sedan,Faisalabad,1,full,major,874993,True
Suzuki,Alto,VXL AGS,2024,69473,8.3,660,Petrol,Manual,Hatchback,Rawalpindi,1,unknown,none,4778074,True
Suzuki,Swift,DLX,2016,177813,7.1,1200,Petrol,Automatic,Hatchback,Karachi,1,partial,none,3051656,True
Suzuki,Swift,DLX,2023,62160,8.2,1200,Petrol,Automatic,Hatchback,Karachi,1,full,none,5447568,True
Honda,Civic,VTi,2012,244625,7.4,1800,Petrol,Automatic,Sedan,Karachi,3,full,none,1580280,True
Suzuki,Swift,DLX,2018,144075,7.5,1200,Hybrid,Automatic,Hatchback,Islamabad,1,full,none,3356268,True
Hyundai,Elantra,Ultimate,2024,31492,6.8,2000,Petrol,Automatic,Sedan,Faisalabad,3,full,none,6041881,True
Kia,Sportage,AWD,2024,48566,7.9,2000,Petrol,Manual,SUV,Faisalabad,1,full,none,6158716,True
Honda,City,1.2LS,2012,238503,6.3,1500,Petrol,Automatic,Sedan,Islamabad,1,full,none,982672,True
Suzuki,Swift,DLX,2021,95745,7.3,1200,Petrol,Automatic,Hatchback,Rawalpindi,1,full,none,4183596,True
Kia,Sportage,AWD,2015,175987,8.0,2000,Diesel,Automatic,SUV,Karachi,2,full,none,3444485,True
Kia,Sportage,AWD,2015,191073,5.6,2000,Petrol,Manual,SUV,Lahore,1,full,none,3023128,True
Hyundai,Tucson,AWD,2022,108356,8.3,2000,Petrol,Automatic,SUV,Lahore,1,unknown,none,5956608,True
Hyundai,Tucson,FWD,2012,258681,5.6,2000,Petrol,Automatic,SUV,Lahore,1,unknown,none,1934505,True
Kia,Sportage,AWD,2019,127341,6.8,2000,Petrol,Automatic,SUV,Islamabad,3,unknown,none,4595657,True
Hyundai,Elantra,GLS,2024,38029,9.2,2000,Petrol,Automatic,Sedan,Faisalabad,2,full,none,6414408,True
Kia,Picanto,AT,2012,260208,10.0,1000,Petrol,Automatic,Hatchback,Islamabad,3,partial,none,1305709,True
Kia,Sportage,AWD,2019,127464,7.8,2000,Diesel,Manual,SUV,Faisalabad,1,full,none,4969097,True
Hyundai,Tucson,AWD,2021,61415,8.2,2000,Hybrid,Automatic,SUV,Faisalabad,1,full,none,6328058,True
Suzuki,Alto,VXR,2017,148842,8.0,660,Petrol,Manual,Hatchback,Faisalabad,1,full,none,2846486,True
Hyundai,Tucson,FWD,2013,236868,6.4,2000,Petrol,Manual,SUV,Lahore,1,full,none,1415599,True
Hyundai,Elantra,Ultimate,2022,55295,7.1,2000,Petrol,Manual,Sedan,Lahore,2,full,none,5243695,True
Honda,Civic,Oriel,2023,11529,7.7,1800,Petrol,Automatic,Sedan,Rawalpindi,3,full,none,6071908,True
Toyota,Corolla,Altis,2016,207792,7.8,1800,Diesel,Automatic,Sedan,Faisalabad,2,full,none,2835270,True
Honda,Civic,VTi,2023,55932,8.5,1800,Hybrid,Manual,Sedan,Islamabad,1,partial,none,6081679,True
Toyota,Corolla,GLi,2022,73260,5.8,1800,Hybrid,Automatic,Sedan,Karachi,3,full,none,5337505,True
Hyundai,Elantra,GLS,2024,38445,8.1,2000,Petrol,Automatic,Sedan,Lahore,1,full,none,6346505,True
Kia,Picanto,AT,2014,227484,6.4,1000,Petrol,Manual,Hatchback,Rawalpindi,1,partial,minor,1154311,True
Toyota,Corolla,GLi,2016,192470,6.7,1800,Hybrid,Automatic,Sedan,Karachi,2,full,none,2972034,True
Kia,Sportage,AWD,2019,105440,8.9,2000,Petrol,Automatic,SUV,Karachi,2,full,none,5696293,True
Kia,Sportage,Alpha,2020,96279,6.8,2000,Petrol,Manual,SUV,Islamabad,2,partial,none,4880142,True
Honda,Civic,VTi,2023,39748,6.7,1800,Petrol,Manual,Sedan,Faisalabad,1,partial,none,5395900,True
Toyota,Corolla,XLi,2024,35256,7.7,1800,Hybrid,Manual,Sedan,Islamabad,1,partial,none,6232576,True
Honda,City,1.2LS,2019,130701,6.3,1500,Petrol,Automatic,Sedan,Faisalabad,1,full,none,3974291,True
Suzuki,Swift,GLX CVT,2014,242413,9.7,1200,Petrol,Automatic,Hatchback,Rawalpindi,1,full,minor,2442241,True
Suzuki,Alto,VXR,2018,122995,8.1,660,Petrol,Manual,Hatchback,Karachi,1,full,none,3215631,True
Kia,Picanto,MT,2018,158309,7.4,1000,Petrol,Automatic,Hatchback,Faisalabad,1,full,none,3164863,True
Honda,City,1.2LS,2020,102390,6.2,1500,Petrol,Manual,Sedan,Rawalpindi,2,partial,none,4079550,True
Kia,Sportage,Alpha,2013,233755,9.8,2000,Hybrid,Automatic,SUV,Islamabad,3,full,none,3416665,True
Toyota,Yaris,ATIV X,2025,3969,6.6,1500,Petrol,Automatic,Sedan,Lahore,2,full,minor,6058792,True
Honda,Civic,VTi,2023,59575,6.3,1800,Petrol,Automatic,Sedan,Islamabad,1,full,none,5610498,True
Honda,City,1.5 Aspire,2015,234355,9.7,1500,Petrol,Automatic,Sedan,Karachi,3,full,major,1990013,True
Suzuki,Alto,VX,2018,167729,8.3,660,Petrol,Automatic,Hatchback,Lahore,1,unknown,minor,2775109,True
Toyota,Yaris,ATIV X,2016,167628,8.3,1500,Petrol,Automatic,Sedan,Faisalabad,2,unknown,minor,2361804,True
Kia,Sportage,FWD,2017,178882,7.7,2000,Petrol,Automatic,SUV,Islamabad,1,partial,none,3620852,True
Honda,Civic,VTi,2015,230943,7.4,1800,Petrol,Automatic,Sedan,Faisalabad,1,partial,none,2595242,True
Toyota,Yaris,ATIV X,2023,60486,8.2,1500,Petrol,Automatic,Sedan,Lahore,2,partial,none,5469841,True
Hyundai,Tucson,FWD,2012,278137,6.2,2000,Petrol,Automatic,SUV,Faisalabad,2,full,major,710964,True
Hyundai,Elantra,GLS,2014,241818,7.9,2000,Hybrid,Automatic,Sedan,Islamabad,2,full,none,2523581,True
